,name,experiences_offered,transit,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
103,Malibu Ocean View Rooms for Rent 3,none,,2010-08-28,"Malibu, California, United States",within an hour,t,Malibu,5.0,5.0,t,f,"Malibu, CA, United States",Malibu,Malibu,Other Cities,Malibu,CA,90265,Malibu,"Malibu, CA",US,United States,34.02956378895855,-118.75531958263436,t,House,Private room,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}",$300.00,"$1,400.00","$5,000.00",,$50.00,2,$70.00,1,365,1,1,365,365,1.0,365.0,t,30,60,90,365,127,13,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,f,moderate,f,f,5,1,4,0,1.41
104,One Bedroom in Venice/MarinadelRey,none,"bus lines to all nearby cities, very close to airport...",2010-08-30,"Los Angeles, California, United States",,f,Culver City,1.0,1.0,t,t,"Los Angeles, CA, United States",Culver City,Culver City,Other Cities,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,33.993554413532244,-118.44283520987284,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Washer / Dryer"",""Pets live on this property"",""Hot tub"",Washer,Dryer}",$100.00,$500.00,"$1,800.00",,,1,$0.00,2,730,2,2,730,730,2.0,730.0,t,0,0,0,0,3,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,f,flexible,f,f,1,0,1,0,0.06
105,Valley Oasis / Pvt Rm & bathroom,none,"I  require a rental car or individual transportation as public transit in Los Angeles is difficult and time consuming.  So, rent a car here in ""the valley"" or rent one at LAX (more expensive)  Uber and Lyft are much more expensive to use from here vs. a rental car.",2010-09-03,"Los Angeles, California, United States",within a few hours,t,Granada Hills North,1.0,1.0,t,f,"Granada Hills, (Los Angeles), CA, United States",Granada Hills North,Granada Hills,City of Los Angeles,"Granada Hills, (Los Angeles)",CA,91344,Los Angeles,"Granada Hills, (Los Angeles), CA",US,United States,34.277401343066344,-118.47957654701702,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed""}",$53.00,$420.00,,$200.00,$40.00,2,$10.00,3,14,3,3,14,14,3.0,14.0,t,29,59,89,364,153,15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,t,f,1,0,1,0,1.6
106,Guest House - Nightly or Weekly,none,Great public transportation.  Busses a half block away that run from Downtown to Santa Monica.  The Hollywood and Highland Red Line is a twenty minute walk or five minutes by bus.,2009-10-29,US,within a few hours,t,Hollywood,1.0,1.0,t,f,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.09595543218756,-118.34985121652045,t,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Host greets you""}",$130.00,$550.00,"$2,000.00",$0.00,$0.00,1,$0.00,2,730,2,2,730,730,2.0,730.0,t,10,36,66,66,68,36,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.67
107,"Charming, SPACIOUS room for rent",none,"A car is preferable.  However, we are near all buses and trains.  At night, though, one should take Uber or a taxi if it's late.",2010-09-10,"Los Angeles, California, United States",within a day,t,Mid-City,2.0,2.0,t,t,"Los Angeles, CA, United States",Mid-City,Harvard Heights,City of Los Angeles,Los Angeles,CA,90006,Los Angeles,"Los Angeles, CA",US,United States,34.04095467997277,-118.30650979894878,t,House,Private room,2,2.0,2.0,1.0,Futon,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",$50.00,$375.00,"$1,100.00",$100.00,$75.00,2,$0.00,3,200,3,3,200,200,3.0,200.0,t,0,0,21,218,73,6,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,f,strict_14_with_grace_period,f,t,2,0,2,0,0.75
108,Spanish Bungalow Guest House LA CA.,none,a few block walk to major transportation street,2010-09-15,"Los Angeles, California, United States",,t,Atwater Village,1.0,1.0,t,t,"Los Angeles, CA, United States",Atwater Village,Atwater Village,City of Los Angeles,Los Angeles,CA,90039,Los Angeles,"Los Angeles, CA",US,United States,34.12025579278933,-118.26772761122164,t,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Host greets you""}",$72.00,$472.00,"$1,850.00",$250.00,$0.00,1,$0.00,3,365,3,3,365,365,3.0,365.0,t,17,47,77,352,120,17,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,1.24
109,Guest House with Hot Tub,none,Plentiful street parking with no restrictions . Major bus lines are a few blocks away.,2010-09-16,"Los Angeles, California, United States",within an hour,f,Mar Vista,1.0,1.0,t,t,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,34.00580764407597,-118.44356477524157,t,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Wide entryway"",""Handheld shower head""}",$109.00,$615.00,"$2,900.00",$300.00,$75.00,1,$0.00,3,365,3,3,365,365,3.0,365.0,t,21,51,81,356,256,40,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,t,t,1,1,0,0,2.54
110,Cool Pad Under the Hollywood Sign,none,"We are about 200' (60 m) from a bus stop, where the shuttle takes you to the Metro, taxis, and the greater bus system on Hollywood Boulevard. The 101 Freeway entrance is 1 mile away. Lyft And Uber are active here.",2010-09-16,"Los Angeles, California, United States",within a few hours,t,Hollywood Hills,1.0,1.0,t,t,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.118931658864014,-118.32189377417379,t,Apartment,Entire home/apt,6,1.0,1.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Outlet covers"",Bathtub,""Baby bath"",""High chair"",""Children’s books and toys"",""Window guards"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway""}",$130.00,,"$3,000.00",$125.00,$50.00,4,$50.00,4,730,4,4,730,730,4.0,730.0,t,0,17,47,322,161,14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,1.61
111,Panoramic Ocean View Studio Loft,none,"Very convenient access to public transit. Also - download uber if you haven't, probably the best mode to transport.",2010-09-19,"Santa Monica, California, United States",within an hour,f,Santa Monica,10.0,10.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401,Los Angeles,"Santa Monica, CA",US,United States,34.013552998901126,-118.49685103072706,t,Boutique hotel,Private room,2,1.0,0.0,0.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}",$185.00,,,$0.00,$85.00,1,$0.00,1,730,1,1,730,730,1.0,730.0,t,18,41,64,332,321,57,90.0,9.0,9.0,9.0,9.0,10.0,9.0,t,t,f,moderate,f,f,10,2,8,0,3.2
112,Cute Queen Bedroom Tropical Decor!,none,"There is plenty of public transportation available (The Big Blue Bus, Culver City and Metro Bus Lines nearby) for those without cars.  Or Uber or other private car services for getting around town.  From LAX, there are many shuttle services available as well.  Bikes are also available for guests' use!",2010-06-08,"Los Angeles, California, United States",within an hour,f,Mar Vista,5.0,5.0,t,f,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,34.00018281150307,-118.43358218080853,t,House,Private room,3,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",$59.00,,,$0.00,$25.00,1,$10.00,1,730,1,1,730,730,1.0,730.0,t,30,60,90,365,79,5,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,f,moderate,f,f,5,1,4,0,0.98
113,Beverly Hills 1 Bdr Near Everything,none,"Lyft/Uber work really well in LA.  I prefer Lyft because the drivers seem happier. There are great bus routes going east-west up and down Wilshire, Santa Monica and Olympic.  You can easily go to the beach, Santa Monica, etc., and go to West Hollywood and the Sunset Strip ... all by bus.  But this IS Los Angeles:  it's best to rent a car and learn about parking - Uber/Lyft work great.  There's no problem parking at my apartment.",2010-09-25,"Los Angeles, California, United States",,t,Beverly Hills,1.0,1.0,t,t,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90212,Los Angeles,"Beverly Hills, CA",US,United States,34.06197034091517,-118.39886591926407,t,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$160.00,,,,$55.00,2,$20.00,3,21,3,3,21,21,3.0,21.0,t,0,14,44,291,80,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.84
114,Comfort & quiet in the heart of LA,none,,2010-09-27,"Los Angeles, California, United States",within a few hours,t,Westside,1.0,1.0,t,t,"Los Angeles, CA, United States",Westside,West Los Angeles,City of Los Angeles,Los Angeles,CA,90025,Los Angeles,"Los Angeles, CA",US,United States,34.045572533144764,-118.43912653023438,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$70.00,,"$1,700.00",,,1,$10.00,2,1125,2,2,1125,1125,2.0,1125.0,t,29,59,85,356,119,18,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,0,1,0,1.19
115,Ocean View Studio Apt on Ocean Ave!,none,"Very convenient access to public transit. Also - download uber if you haven't, probably the best mode to transport.",2010-09-19,"Santa Monica, California, United States",within an hour,f,Santa Monica,10.0,10.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401,Los Angeles,"Santa Monica, CA",US,United States,34.011545943405984,-118.49564161914577,t,Boutique hotel,Private room,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed""}",$130.00,,,,$79.00,1,$0.00,2,365,2,2,365,365,2.0,365.0,t,21,51,81,352,358,44,85.0,9.0,9.0,9.0,9.0,10.0,9.0,t,t,f,moderate,f,f,10,2,8,0,3.55
116,Ocean View Studio/ 2 beds/ AMAZING!,none,"Very convenient access to public transit. Also - download uber if you haven't, probably the best mode to transport.",2010-09-19,"Santa Monica, California, United States",within an hour,f,Santa Monica,10.0,10.0,t,t,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401,Los Angeles,"Santa Monica, CA",US,United States,34.01356731465951,-118.49538669088855,t,Boutique hotel,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$195.00,,,$0.00,$80.00,1,$0.00,2,365,2,2,365,365,2.0,365.0,t,30,58,88,363,127,14,90.0,9.0,9.0,9.0,9.0,10.0,9.0,t,t,f,moderate,f,f,10,2,8,0,1.26
117,Cheerful Beverly Hills Apartment,none,,2010-09-20,"Los Angeles, California, United States",within a few hours,f,Mid-Wilshire,1.0,1.0,t,t,"Beverly Hills, CA, United States",Mid-Wilshire,Carthay,City of Los Angeles,Beverly Hills,CA,90211,Los Angeles,"Beverly Hills, CA",US,United States,34.06131535394446,-118.37030381985468,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed"",""Host greets you""}",$135.00,,"$3,300.00",,,2,$0.00,7,90,7,7,90,90,7.0,90.0,t,10,40,70,345,141,0,96.0,9.0,9.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,1.44
118,Beautiful Venice Beach Home Oasis,none,The local Santa Monica #3 bus stops at the bottom of our street (less than a block away).  This bus takes you to Santa Monica and to LAX.   The 33 to Venice Beach and downtown LA is about 5-6 blocks away on Venice Blvd.,2010-10-10,"Los Angeles, California, United States",within an hour,t,Venice,1.0,1.0,t,t,"Venice, CA, United States",Venice,Venice,City of Los Angeles,Venice,CA,90291,Los Angeles,"Venice, CA",US,United States,34.00060864185943,-118.46352523787756,t,Guest suite,Entire home/apt,3,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""BBQ grill"",""Garden or backyard"",Other}",$125.00,$840.00,"$3,260.00",,,2,$25.00,2,29,2,2,29,29,2.0,29.0,t,23,53,78,351,476,66,97.0,10.0,10.0,10.0,10.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,5.05
119,4 Sunny one bedroom upper on Walk Street in Venice,none,,2010-10-14,"Los Angeles, California, United States",within a few hours,f,Venice,4.0,4.0,t,f,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.98934036286927,-118.47374619376556,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Wifi,Kitchen,""Family/kid friendly"",""Smoke detector"",""Hair dryer"",Iron}",$125.00,$950.00,"$2,750.00",$250.00,$75.00,2,$25.00,2,90,2,2,90,90,2.0,90.0,t,1,12,39,310,68,8,91.0,9.0,9.0,9.0,9.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,4,4,0,0,0.72
120,Echo Park/Silverlake-Private!!!,none,,2010-10-15,"Los Angeles, California, United States",within an hour,f,Echo Park,1.0,1.0,t,t,"Los Angeles, CA, United States",,Echo Park,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.07517225985977,-118.2662267719946,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Pets live on this property"",Dog(s),""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",$90.00,,,,,1,$25.00,2,7,2,2,7,7,2.0,7.0,t,0,0,14,14,124,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,0,1,0,1.25
121,"Oceanfront 1bed, furnished amazing N-W ocean views",none,,2010-11-19,US,within a day,f,Hermosa Beach,2.0,2.0,t,f,"Hermosa Beach, CA, United States",,Hermosa Beach,Other Cities,Hermosa Beach,CA,90254,Los Angeles,"Hermosa Beach, CA",US,United States,33.859269853648236,-118.40042372692491,t,Apartment,Entire home/apt,2,1.0,1.0,0.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Washer,Dryer,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Patio or balcony""}",$135.00,"$1,100.00","$3,300.00","$3,000.00",$100.00,1,$0.00,30,1125,30,30,1125,1125,30.0,1125.0,t,30,60,90,365,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.08
122,Private/Charming/Furnished Bungalow,none,"The house is extremely close to public transportation, and centrally located to explore all of Los Angeles.",2010-11-21,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,3.0,3.0,t,t,"Los Angeles, CA, United States",Mid-Wilshire,Harvard Heights,City of Los Angeles,Los Angeles,CA,90006,Los Angeles,"Los Angeles, CA",US,United States,34.047620869996855,-118.30593690989383,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$80.00,$515.00,"$1,700.00",$800.00,$100.00,2,$10.00,7,365,7,7,365,365,7.0,365.0,t,1,31,61,150,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,
123,"Private, Charming 2 Bdrm Bungalow",none,We are very central and close to subways and buses.  If you have a car we have a permit for street parking.,2010-11-21,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,3.0,3.0,t,t,"Los Angeles, CA, United States",Mid-Wilshire,Harvard Heights,City of Los Angeles,Los Angeles,CA,90006,Los Angeles,"Los Angeles, CA",US,United States,34.050757159994824,-118.30676969325673,t,Bungalow,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Iron,""Laptop friendly workspace"",""Hot water"",Other}",$100.00,$725.00,"$2,000.00",$500.00,$125.00,2,$25.00,6,60,6,6,60,60,6.0,60.0,t,7,37,67,156,6,2,96.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.07
124,Gorgeous Furnished Bdrm in beautiful House,none,,2008-10-02,"Los Angeles, California, United States",within a day,f,Laurel Canyon,3.0,3.0,t,t,"Los Angeles, CA, United States",Laurel Canyon,Hollywood Hills West,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.11046191041435,-118.38126701500076,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Indoor fireplace"",Heating,Washer,Dryer,Essentials,""Lock on bedroom door"",""Hot water"",""Host greets you""}",$64.00,$699.00,"$1,925.00",$250.00,$60.00,1,$8.00,3,730,3,3,730,730,3.0,730.0,t,10,29,59,334,8,5,85.0,10.0,10.0,9.0,9.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,3,1,2,0,0.14
125,Space A,none,,2010-11-24,"Los Angeles, California, United States",within a few hours,t,Venice,2.0,2.0,t,t,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.99200637886761,-118.46989587723179,t,Condominium,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",""Long term stays allowed"",""Host greets you"",""Heated floors"",Terrace,Balcony,""Sound system"",""Fire pit"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$600.00,"$3,500.00","$12,500.00","$2,500.00",$200.00,4,$25.00,4,730,4,4,730,730,4.0,730.0,t,25,55,85,350,15,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,0.2
